1	A	1	blank
1	A	2	YAL068C
1	A	3	YAL067C
1	A	4	wild-type
1	A	5	YAL066W
1	A	6	YAL065C
1	A	7	YAL062W
1	A	8	YAL061W
1	A	9	YAL060W
1	A	10	YAL059W
1	A	11	YAL058W
1	A	12	YAL056W
1	B	1	YAL055W
1	B	2	YAL053W
1	B	3	YAL051W
1	B	4	YAL048C
1	B	5	YAL046C
1	B	6	YAL045C
1	B	7	YAL044C
1	B	8	YAL042W
1	B	9	YAL043C-a
1	B	10	wild-type
1	B	11	YAL040C
1	B	12	YAL039C
1	C	1	YAL037W
1	C	2	YAL036C
1	C	3	YAL035W
1	C	4	YAL034C
1	C	5	YAL031C
1	C	6	YAL030W
1	C	7	YAL029C
1	C	8	wild-type
1	C	9	YAL028W
1	C	10	YAL027W
1	C	11	YAL026C
1	C	12	wild-type
1	D	1	YAL023C
1	D	2	wild-type
1	D	3	YAL022C
1	D	4	YAL020C
1	D	5	wild-type
1	D	6	YAL019W
1	D	7	YAL018C
1	D	8	YAL017W
1	D	9	YAL015C
1	D	10	YAL014C
1	D	11	YAL013W
1	D	12	YAL011W
1	E	1	wild-type
1	E	2	YAL010C
1	E	3	YAL009W
1	E	4	YAL008W
1	E	5	YAL007C
1	E	6	YAL004W
1	E	7	YAL005C
1	E	8	YAL002W
1	E	9	YAR018C
1	E	10	YAR020C
1	E	11	YAR023C
1	E	12	YAR027W
1	F	1	YAR028W
1	F	2	YAR029W
1	F	3	wild-type
1	F	4	YAR031W
1	F	5	YAR043C
1	F	6	YAR044W
1	F	7	wild-type
1	F	8	YAR047C
1	F	9	YLL001W
1	F	10	YLL005C
1	F	11	YLL006W
1	F	12	YLL012W
1	G	1	YLL013C
1	G	2	YLL014W
1	G	3	YLL015W
1	G	4	YLL016W
1	G	5	YLL017W
1	G	6	YLL019C
1	G	7	YLL020C
1	G	8	YLL021W
1	G	9	YLL024C
1	G	10	YLL025W
1	G	11	wild-type
1	G	12	YLL026W
1	H	1	YLL028W
1	H	2	blank
1	H	3	YLL029W
1	H	4	YLL032C
1	H	5	YLL033W
1	H	6	wild-type
1	H	7	YLL038C
1	H	8	blank
1	H	9	wild-type
1	H	10	YLL040C
