96	A	1	blank	
96	A	2	blank
96	A	3	blank
96	A	4	blank
96	A	5	blank
96	A	6	blank
96	A	7	blank
96	A	8	blank
96	A	9	blank
96	A	10	blank
96	A	11	blank
96	A	12	blank
96	B	1	blank
96	B	2	blank
96	B	3	blank
96	B	4	blank
96	B	5	blank
96	B	6	blank
96	B	7	blank
96	B	8	blank
96	B	9	blank
96	B	10	blank
96	B	11	blank
96	B	12	blank
96	C	1	blank
96	C	2	blank
96	C	3	blank
96	C	4	blank
96	C	5	blank
96	C	6	blank
96	C	7	blank
96	C	8	blank
96	C	9	blank
96	C	10	blank
96	C	11	blank
96	C	12	blank
96	D	1	blank
96	D	2	blank
96	D	3	blank
96	D	4	blank
96	D	5	blank
96	D	6	blank
96	D	7	blank
96	D	8	blank
96	D	9	blank
96	D	10	blank
96	D	11	blank
96	D	12	blank
96	E	1	blank
96	E	2	blank
96	E	3	blank
96	E	4	blank
96	E	5	blank
96	E	6	blank
96	E	7	blank
96	E	8	blank
96	E	9	blank
96	E	10	blank
96	E	11	blank
96	E	12	blank
96	F	1	blank
96	F	2	blank
96	F	3	blank
96	F	4	blank
96	F	5	blank
96	F	6	blank
96	F	7	blank
96	F	8	blank
96	F	9	blank
96	F	10	blank
96	F	11	blank
96	F	12	blank
96	G	1	blank
96	G	2	blank
96	G	3	blank
96	G	4	blank
96	G	5	blank
96	G	6	blank
96	G	7	blank
96	G	8	blank
96	G	9	blank
96	G	10	blank
96	G	11	blank
96	G	12	blank
96	H	1	blank
96	H	2	blank
96	H	3	blank
96	H	4	blank
96	H	5	blank
96	H	6	blank
96	H	7	blank
96	H	8	blank
96	H	9	blank
96	H	10	blank
96	H	11	blank
96	H	12	blank
97	A	1	CLIB192_1b
97	A	2	CLIB274_1
97	A	3	CLIB326_1
97	A	4	CLIB272_2
97	A	5	CLIB382_1b
97	A	6	YJM145_b
97	A	7	blank
97	A	8	YJM280_b
97	A	9	YJM326_b
97	A	10	YJM413_b
97	A	11	YJM421_1b
97	A	12	YJM428_1b
97	B	1	YJM434_1b
97	B	2	blank
97	B	3	YJM436_1b
97	B	4	YJM440_1b
97	B	5	YJM454_1b
97	B	6	YJM653_1b
97	B	7	YJM678_1b
97	B	8	CBS2888_1b
97	B	9	blank
97	B	10	CBS3093_1b
97	B	11	CBS7960_2
97	B	12	blank
97	C	1	DBVPG1788_1b
97	C	2	DBVPG1794_1b
97	C	3	DBVPG3591_1b
97	C	4	blank
97	C	5	DBVPG4651_1b
97	C	6	DBVPG6861
97	C	7	EM93_3
97	C	8	Y6_b
97	C	9	YPS1000_1b
97	C	10	YPS163_1b
97	C	11	blank
97	C	12	blank
97	D	1	CLIB294_1b
97	D	2	CLIB413_1b
97	D	3	CLIB483_1b
97	D	4	K12_2
97	D	5	Y10_1b
97	D	6	blank
97	D	7	Y12_b
97	D	8	Y9_4
97	D	9	YJM269_1b
97	D	10	CEN.PK_mat?
97	D	11	FL200
97	D	12	FY5
97	E	1	blank
97	E	2	Sigma_matx
97	E	3	SK1 208
97	E	4	CLIB154_1b
97	E	5	CLIB219_2b
97	E	6	DBVPG1339_1b
97	E	7	I14_1b
97	E	8	blank
